Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
6,118316,7,6,4154.0,0.0,949.0,41.0,593.4285714285714,270.60786952270814,0.0,0.0,0.0,0.0,35109.36813279692,109.87524933229656,9859.66666666667,8734.820613585327,23738.0,999.0,116203.0,19367.166666666668,7800.43771635071,25317.0,6896.0,91954.0,18390.8,16991.725065454655,44246.0,1541.0,1,0,0,0,140,120,59.16359579431353,50.71165353798303,0.0,949.0,341.7857142857142,358.11368598241546,128245.41208791207,0,0,0,7,13,0,0,0,0.0,368.0769230769231,593.4285714285714,0.0,0,0,0,4154,7,35747,0,0,0,0,1026,6762,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,117990,8,7,4234.0,0.0,883.0,0.0,529.25,332.0652904819429,0.0,0.0,0.0,0.0,35884.39698279515,127.12941774726671,8427.857142857141,6991.856250251132,23367.0,2132.0,114240.0,16320.000000000002,6235.935749081021,25499.0,10350.0,104807.0,17467.833333333332,7139.155115744907,28006.0,12050.0,0,0,0,0,160,140,67.80235613187558,59.32706161539114,0.0,883.0,264.625,355.18011862527817,126152.91666666669,0,0,0,7,15,0,0,0,0.0,282.26666666666665,529.25,0.0,0,0,0,4234,7,40754,0,0,0,0,3508,3508,7,20,2967.833333333333,906.0479935779708,4639.0,2132.0,13776.142857142857,6197.196366868151,23367.0,8993.0,anydesk
6,117844,25,16,26561.0,0.0,1460.0,10.0,1062.4399999999998,463.3828582644521,0.0,0.0,0.0,0.0,225391.19513933675,347.9175859611011,2946.1,4996.273908034122,20543.0,7.0,117844.0,4910.166666666666,7501.4679587552655,24418.0,13.0,87908.0,5860.533333333333,8042.677031815665,23187.0,22.0,1,0,0,0,500,320,212.14486948847627,135.7727164726248,0.0,1460.0,647.1666666666665,627.9389405094495,394307.31300813,0,0,0,13,41,0,0,0,0.0,662.9512195121952,1062.44,0.0,0,0,0,26561,25,225391,0,0,0,0,510,6768,24,20,6676.0,5147.659419580903,15684.0,3218.0,12066.285714285714,5977.021323766706,20543.0,5946.0,anydesk
17,59525,2,0,64.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,1075.1784964300714,33.59932801343973,59525.0,0.0,59525.0,59525.0,59525.0,59525.0,0.0,59525.0,59525.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,33.59932801343973,0.0,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,48.0,32.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,59525.0,0.0,59525.0,59525.0,anydesk
6,107669,41,65,660.0,88239.0,660.0,0.0,16.09756097560975,103.07468284648,1446.0,41.0,1357.5230769230768,301.7315708794567,825669.4127371853,984.498787951964,1025.4190476190474,2374.591745400882,20270.0,5.0,107669.0,2691.7250000000004,4496.082391499721,25021.0,5.0,90861.0,1419.7031250000002,3326.116595803425,22634.0,8.0,1,0,0,0,1316,1300,380.7967010002879,603.7020869516759,0.0,1446.0,837.0000000000003,697.1876117930783,486070.566037736,0,0,0,8,106,0,0,0,1.0,844.8962264150944,16.097560975609756,1357.5230769230768,0,0,0,88899,66,848297,0,0,0,0,1026,1026,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,2964,1,1,125.0,0.0,125.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,42172.73954116059,674.7638326585695,2964.0,0.0,2964.0,2964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,32,32,337.3819163292848,337.3819163292848,0.0,125.0,83.33333333333334,72.16878364870321,5208.333333333333,0,0,0,1,2,0,0,0,1.0,125.0,125.0,0.0,0,0,0,0,0,0,0,0,0,0,483,6765,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,119522,22,32,0.0,36178.0,0.0,0.0,0.0,0.0,1446.0,14.0,1130.5624999999998,474.9939176181033,302689.04469470057,451.799668680243,2255.1320754716976,5233.582406836036,24585.0,6.0,119522.0,5691.523809523809,11217.032881377534,46174.0,12.0,96169.0,3102.2258064516127,6611.640148050394,24585.0,6.0,0,0,0,0,440,640,184.06653168454343,267.7331369956995,0.0,1446.0,657.7818181818183,668.0327029838377,446267.6922558923,0,0,0,12,54,0,0,0,1.0,669.9629629629629,0.0,1130.5625,0,0,0,36178,32,376191,0,0,0,0,6762,1026,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,14183,1,1,146.0,0.0,146.0,146.0,146.0,0.0,0.0,0.0,0.0,0.0,10294.013960375098,141.013889868152,14183.0,0.0,14183.0,14183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,32,32,70.506944934076,70.506944934076,0.0,146.0,97.33333333333334,84.29313930168536,7105.333333333333,0,0,0,1,2,0,0,0,1.0,146.0,146.0,0.0,0,0,0,0,0,0,0,0,0,0,629,6765,0,32,0.0,0.0,0.0,0.0,14183.0,0.0,14183.0,14183.0,anydesk
6,111401,5,6,41.0,4188.0,41.0,0.0,8.2,18.335757415498275,698.0,698.0,698.0,0.0,37961.95725352555,98.742381127638,11140.1,9520.525352567938,25638.0,2449.0,111401.0,27850.25,16719.924768072375,38502.0,3273.0,102036.0,20407.2,6546.379090764604,25638.0,12941.0,1,0,0,0,100,120,44.88290051256272,53.85948061507527,0.0,698.0,355.8333333333333,357.66638425247965,127925.24242424242,0,0,0,7,11,0,0,0,1.0,388.1818181818182,8.2,698.0,0,0,0,4229,7,38956,0,0,0,0,1026,1026,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,119788,155,309,1446.0,443261.0,1446.0,0.0,9.329032258064505,116.14551495930134,1446.0,432.0,1434.501618122977,93.81075951760164,3712450.328914415,3873.509867432464,258.72138228941685,534.1811734797939,5916.0,3.0,119788.0,777.8441558441559,1242.869798100743,7350.0,3.0,119485.0,387.9383116883116,810.6428458598275,6684.0,7.0,0,0,0,0,3388,6180,1293.9526496811031,2579.5572177513604,0.0,1446.0,959.4688172043012,680.2020234222914,462674.7926677794,0,0,0,15,464,0,0,0,1.0,961.5366379310344,9.329032258064515,1434.501618122977,0,0,0,444707,310,3720837,0,0,0,0,1026,1026,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,1914,1,1,71.0,0.0,71.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,37095.08881922675,1044.9320794148382,1914.0,0.0,1914.0,1914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,32,32,522.4660397074191,522.4660397074191,0.0,71.0,47.33333333333333,40.99186911246344,1680.3333333333337,0,0,0,1,2,0,0,0,1.0,71.0,71.0,0.0,0,0,0,0,0,0,0,0,0,0,629,6765,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,111678,10,13,1078.0,6980.0,1078.0,0.0,107.8,340.8935317661513,938.0,204.0,536.9230769230769,237.7034081716336,72153.870950411,205.9492469421014,5076.272727272726,6579.092853822689,25188.0,15.0,111678.0,12408.666666666666,12420.951211561858,30204.0,15.0,108637.0,9053.083333333336,8880.431351709456,25188.0,66.0,1,0,0,0,200,260,89.54315084439192,116.4060960977095,0.0,1078.0,380.6666666666666,377.1838055754857,142267.6231884058,0,0,0,14,23,0,0,0,1.0,397.2173913043478,107.8,536.9230769230769,0,0,0,8058,14,73898,0,0,0,0,1026,1026,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,112130,6,4,4087.0,0.0,943.0,626.0,681.1666666666667,128.29250432767563,0.0,0.0,0.0,0.0,36448.764826540624,89.18219923303309,12458.88888888889,9938.795518628558,24316.0,2307.0,109047.0,21809.4,4951.543930937097,24316.0,12959.0,90466.0,30155.33333333333,6865.306790911338,37254.0,23550.0,1,0,0,0,120,80,53.509319539819856,35.67287969321324,0.0,943.0,428.6363636363636,352.07762573820924,123958.65454545454,0,0,0,6,10,0,0,0,0.0,471.5,681.1666666666666,0.0,0,0,0,4087,6,37479,0,0,0,0,510,6768,5,20,2970.0,574.2708420249107,3312.0,2307.0,20027.4,6023.735244846008,24316.0,9647.0,anydesk
6,119335,48,23,59032.0,0.0,1460.0,41.0,1229.8333333333333,436.281644994223,0.0,0.0,0.0,0.0,494674.6553819081,594.9637574894206,1704.7857142857135,3725.072810854813,21384.0,6.0,119335.0,2539.042553191488,5388.962669227147,21384.0,14.0,72979.0,3317.2272727272725,5843.6597545408,21394.0,6.0,1,0,0,0,960,460,402.2290191477773,192.7347383416433,0.0,1460.0,828.8194444444446,676.5616119969089,457735.614827856,0,0,0,12,71,0,0,0,0.0,840.4929577464789,1229.8333333333333,0.0,0,0,0,59032,48,494674,0,0,0,0,512,6768,47,20,3994.571428571429,2554.1468149620828,9303.0,1875.0,10152.555555555557,4588.423234377772,21384.0,6065.0,anydesk
6,102404,24,12,31101.0,0.0,1448.0,616.0,1295.875,303.2572896001878,0.0,0.0,0.0,0.0,303708.8394984571,351.54876762626463,2925.828571428572,10223.107578323885,52161.0,18.0,67448.0,2932.521739130435,12100.69802220128,58269.0,18.0,96817.0,8801.545454545454,27978.536196032976,93158.0,24.0,0,0,0,0,768,396,234.3658450841764,117.1829225420882,0.0,1448.0,879.7027027027029,664.1925701709334,441151.7702702704,0,0,0,8,36,0,0,0,0.0,904.1388888888888,1295.875,0.0,0,0,0,31101,24,461110,0,0,0,0,483,6765,23,32,7643.5,543.765114732455,8028.0,7259.0,42565.0,13570.79334453222,52161.0,32969.0,anydesk
6,115417,47,74,1446.0,95294.0,1446.0,0.0,30.76595744680852,210.92077770595552,1446.0,59.0,1287.7567567567569,347.1185029506597,838178.0846842319,1048.372423473145,961.8083333333332,2917.981097547456,20418.0,3.0,115417.0,2509.0652173913045,6090.914295178329,24557.0,3.0,101629.0,1392.1780821917807,4313.226252349555,23907.0,7.0,0,0,0,0,1000,1480,407.2190405226266,641.1533829505186,0.0,1446.0,804.8032786885246,684.3756355742611,468370.0105676738,0,0,0,14,121,0,0,0,1.0,811.4545454545455,30.76595744680851,1287.7567567567569,0,0,0,96740,75,950518,0,0,0,0,1026,1026,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,119774,174,91,243151.0,0.0,1446.0,79.0,1397.4195402298844,220.9169850827529,0.0,0.0,0.0,0.0,2030081.653781288,2212.5002087264347,453.6893939393941,1176.6868007721591,10530.0,5.0,119687.0,691.8323699421964,2025.6777679115728,16022.0,7.0,116128.0,1290.311111111111,2795.4519710320665,14399.0,8.0,0,0,0,0,3480,2096,1452.7359861071684,759.7642226192662,0.0,1446.0,919.5375939849622,687.9059943567327,473214.65707192506,0,0,0,15,265,0,0,0,0.0,923.0075471698112,1397.4195402298851,0.0,0,0,0,243151,174,2031557,0,0,0,0,1026,6762,173,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,80840,25,13,32843.0,0.0,1448.0,8.0,1313.72,344.5914876100879,0.0,0.0,0.0,0.0,406271.6476991589,470.0643245917863,2184.864864864865,11337.198120842348,69198.0,13.0,75959.0,3164.958333333334,14967.678843251218,73435.0,13.0,77325.0,6443.75,20955.721198083786,72974.0,15.0,0,0,0,0,800,416,309.2528451261752,160.8114794656111,0.0,1448.0,879.2564102564103,687.146415024856,472170.1956815116,0,0,0,6,38,0,0,0,0.0,902.3947368421052,1313.72,0.0,0,0,0,32843,25,432377,0,0,0,0,629,6765,24,32,5370.0,0.0,5370.0,5370.0,69198.0,0.0,69198.0,69198.0,anydesk
6,114183,153,74,210879.0,0.0,1448.0,202.0,1378.294117647059,264.1332369715425,0.0,0.0,0.0,0.0,1846851.1074328048,1988.0367480272887,505.2345132743363,1691.1695920881325,15032.0,0.0,114183.0,751.2039473684209,3093.912997100388,28267.0,11.0,84022.0,1150.9863013698632,2839.921460637163,19519.0,0.0,0,0,0,0,4896,2536,1339.9542839126664,648.082464114623,0.0,1448.0,931.2587719298248,682.1290062739213,465299.9812002473,0,0,0,32,227,0,0,0,0.0,935.3612334801762,1378.2941176470588,0.0,0,0,0,210879,153,1846851,0,0,0,0,483,6765,152,32,12654.2,17696.605400471584,41750.0,338.0,10182.4,4643.357976723311,15032.0,5050.0,anydesk
6,115255,66,34,89377.0,0.0,1460.0,143.0,1354.1969696969693,271.8909973725031,0.0,0.0,0.0,0.0,775471.779966162,867.6413170795194,1164.1919191919187,3080.151539065489,13686.0,5.0,115150.0,1771.5384615384612,5108.813986254916,24060.0,12.0,104965.0,3180.757575757576,8088.199247322851,38254.0,5.0,0,0,0,0,1320,680,572.6432692724828,294.9980478070366,0.0,1460.0,899.3762376237627,680.2509074082174,462741.2970297031,0,0,0,10,100,0,0,0,0.0,908.37,1354.1969696969695,0.0,0,0,0,89377,66,776178,0,0,0,0,510,6768,65,20,5105.25,2555.640868745059,7253.0,1469.0,10832.5,2764.2409963160385,13686.0,5706.0,anydesk
6,55030,2,1,0.0,49.0,0.0,0.0,0.0,0.0,49.0,49.0,49.0,0.0,890.423405415228,54.51571869889151,27515.0,35138.96438428429,52362.0,2668.0,55030.0,55030.0,0.0,55030.0,55030.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,36.34381246592768,18.17190623296384,0.0,49.0,12.25,24.5,600.2499999999999,0,0,0,1,3,0,0,0,0.0,16.333333333333332,0.0,49.0,0,0,0,0,0,0,0,0,0,0,501,501,0,32,0.0,0.0,0.0,0.0,52362.0,0.0,52362.0,52362.0,anydesk
6,118484,36,23,36360.0,0.0,1460.0,115.0,1010.0000000000005,533.0673503413991,0.0,0.0,0.0,0.0,306876.87789068563,497.9575301306505,2042.827586206896,3694.920231021451,19945.0,3.0,118484.0,3385.257142857143,5496.82214793697,23073.0,3.0,116435.0,5292.5,7505.064009434848,26737.0,21.0,0,0,0,0,720,460,303.8384929610749,194.1190371695756,0.0,1460.0,630.3333333333333,650.4447153168484,423078.3276836159,0,0,0,17,59,0,0,0,0.0,641.0169491525423,1010.0,0.0,0,0,0,36360,36,306876,0,0,0,0,511,6768,35,20,5569.5,4096.079869826759,13660.0,2641.0,10465.42857142857,5063.085549910676,19945.0,5349.0,anydesk
6,108196,2,1,44.0,0.0,44.0,0.0,22.0,31.11269837220809,0.0,0.0,0.0,0.0,406.669377795852,27.727457576989902,54098.0,72988.97616763781,105709.0,2487.0,105709.0,105709.0,0.0,105709.0,105709.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,18.48497171799327,9.242485858996636,0.0,44.0,11.0,22.0,484.0,0,0,0,1,3,0,0,0,0.0,14.666666666666666,22.0,0.0,0,0,0,0,0,0,0,0,0,0,6765,6765,1,32,0.0,0.0,0.0,0.0,105709.0,0.0,105709.0,105709.0,anydesk
6,99835,6,4,3591.0,0.0,897.0,0.0,598.5,326.107190966406,0.0,0.0,0.0,0.0,35969.34942655382,100.16527269995493,11092.777777777776,8789.84436406268,25594.0,1022.0,96502.0,19300.4,6080.521260549954,25594.0,12932.0,36745.0,12248.333333333334,11635.590931849289,24254.0,1022.0,0,0,0,0,120,80,60.09916361997296,40.06610907998197,0.0,897.0,326.45454545454544,388.4127607678109,150864.47272727272,0,0,0,5,10,0,0,0,0.0,359.1,598.5,0.0,0,0,0,3591,5,46884,0,0,0,0,3542,3542,5,20,5084.0,407.29350596345137,5372.0,4796.0,17266.8,6722.145877619735,25594.0,8136.0,anydesk
6,118360,40,23,47362.0,0.0,1460.0,138.0,1184.0500000000002,388.30822742658887,0.0,0.0,0.0,0.0,400152.0784048665,532.2744170327813,1909.032258064516,3893.3444764183287,17952.0,6.0,118360.0,3034.871794871795,6195.172692803423,21908.0,6.0,104735.0,4760.681818181819,7213.950284238394,21302.0,23.0,1,0,0,0,800,460,337.9520108144643,194.32240621831696,0.0,1460.0,753.421875,646.9062345806274,418487.6763392857,0,0,0,16,63,0,0,0,0.0,765.3809523809524,1184.05,0.0,0,0,0,47362,40,400152,0,0,0,0,510,6768,39,20,5360.857142857142,2745.2134967716343,11124.0,3300.0,11547.714285714284,4654.177754601619,17952.0,7149.0,anydesk
6,117656,5,7,0.0,4496.0,0.0,0.0,0.0,0.0,1030.0,57.0,642.2857142857142,288.8746638744413,38213.09580471884,101.99224858910723,10696.0,9281.261282821426,24236.0,1362.0,108389.0,27097.25,5119.94266732223,34750.0,23954.0,95575.0,15929.166666666666,9244.670473665714,24236.0,1362.0,0,0,0,0,100,140,42.49677024546135,59.495478343645885,0.0,1030.0,345.8461538461538,390.8840079771846,152790.3076923077,0,0,0,7,12,0,0,0,1.0,374.6666666666667,0.0,642.2857142857143,0,0,0,4496,7,47041,0,0,0,0,6762,1026,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
6,107769,26,43,1446.0,54228.0,1446.0,0.0,55.61538461538461,283.5839314098141,1446.0,553.0,1261.1162790697672,316.5077452826712,516604.960610194,640.2583303176237,1584.8382352941176,3240.677847879996,13869.0,8.0,102198.0,4087.920000000001,6616.873751503298,24312.0,11.0,107755.0,2565.5952380952376,5834.725433210408,24071.0,8.0,0,0,0,0,520,860,241.25676214866985,399.001568168954,0.0,1446.0,815.9999999999997,661.2150212660222,437205.3043478261,0,0,0,12,69,0,0,0,1.0,827.8260869565217,55.61538461538461,1261.1162790697674,0,0,0,55674,44,516604,0,0,0,0,1026,1026,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anydesk
