pRetran,SrcRetra,PCRatio,SrcWin,SrcLoss,DstRate,SrcLoad,Load,DstLoad,TcpRtt,Sum,AckDat,dTtl,Min,pLoss,DstLoss,Loss,StdDev,Rate,SrcRate,IdleTime,Dur,SrcPkts,SrcGap,DstBytes,DstGap,sTtl,DstWin,TotPkts,DstPkts,Mean,SrcBytes,TotBytes,dMeanPktSz,DstRetra,SynAck,label
0.0,0.0,-0.0,65535.0,0.0,94.935272,56487.949219,974497.4375,918009.5,0.0,1.369354,0.0,64.0,1.369354,0.0,0.0,0.0,0.0,146.784546,51.118996,1724228864.0,1.369354,71.0,0.0,158343.0,0.0,64.0,65535.0,202.0,131.0,1.369354,9807.0,168150.0,1208.72522,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,1.165564,503.523499,6070.255371,5566.731934,0.0,0.857954,0.0,64.0,0.857954,0.0,0.0,0.0,0.0,3.496691,1.165564,1724228864.0,0.857954,2.0,0.0,1194.0,0.0,64.0,65535.0,4.0,2.0,0.857954,108.0,1302.0,597.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,16.241383,19416.572266,156417.484375,137000.921875,0.0,4.925689,0.0,64.0,4.925689,0.0,0.0,0.0,0.0,29.234488,12.790089,1724228864.0,4.925689,64.0,0.0,85407.0,0.0,64.0,65535.0,145.0,81.0,4.925689,12144.0,97551.0,1054.407349,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,203.42868,108850.539062,2168923.25,2060072.75,0.0,4.999295,0.0,64.0,4.999295,0.0,0.0,0.0,0.0,309.043549,105.414856,1724228864.0,4.999295,528.0,0.0,1288629.0,0.0,64.0,65535.0,1546.0,1018.0,4.999295,68151.0,1356780.0,1265.843872,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,278.546509,150106.734375,2980725.5,2830618.75,0.0,4.99378,0.0,64.0,4.99378,0.0,0.0,0.0,0.0,425.128845,146.382095,1724228864.0,4.99378,732.0,0.0,1768206.0,0.0,64.0,65535.0,2124.0,1392.0,4.99378,93828.0,1862034.0,1270.262939,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,250.748779,136106.859375,2683805.0,2547698.0,0.0,4.685965,0.0,64.0,4.685965,0.0,0.0,0.0,0.0,381.778351,130.816162,1724228864.0,4.685965,614.0,0.0,1493573.0,0.0,64.0,65535.0,1790.0,1176.0,4.685965,79854.0,1573427.0,1270.045044,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,1.477795,3854.088379,10781.989258,6927.901367,0.0,0.676684,0.0,64.0,0.676684,0.0,0.0,0.0,0.0,4.433384,1.477795,1724228864.0,0.676684,2.0,0.0,1171.0,0.0,64.0,65535.0,4.0,2.0,0.676684,651.0,1822.0,585.5,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1724228864.0,0.0,1.0,0.0,597.0,0.0,64.0,65535.0,2.0,1.0,0.0,54.0,651.0,597.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000273,0.0,64.0,0.000273,0.0,0.0,0.0,0.0,3663.003418,0.0,1724228864.0,0.000273,1.0,0.0,60.0,0.0,64.0,65535.0,2.0,1.0,0.000273,597.0,657.0,60.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,12.504349,19059.960938,118909.6875,99849.726562,0.0,4.798331,0.0,64.0,4.798331,0.0,0.0,0.0,0.0,22.091015,9.378262,1724228864.0,4.798331,46.0,0.0,60887.0,0.0,64.0,65535.0,107.0,61.0,4.798331,11686.0,72573.0,998.147522,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,284.902954,153076.03125,3060183.5,2907107.5,0.0,4.738456,0.0,64.0,4.738456,0.0,0.0,0.0,0.0,431.786255,146.672256,1724228864.0,4.738456,696.0,0.0,1723175.0,0.0,64.0,65535.0,2047.0,1351.0,4.738456,90798.0,1813973.0,1275.481079,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,234.629395,126500.1875,2496663.0,2370162.75,0.0,2.403791,0.0,64.0,2.403791,0.0,0.0,0.0,0.0,356.936188,121.8908,1724228864.0,2.403791,294.0,0.0,713434.0,0.0,64.0,65535.0,859.0,565.0,2.403791,38139.0,751573.0,1262.715088,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.436121,188.404236,2271.317871,2082.913574,0.0,2.292942,0.0,64.0,2.292942,0.0,0.0,0.0,0.0,1.308363,0.436121,1724228864.0,2.292942,2.0,0.0,1194.0,0.0,64.0,65535.0,4.0,2.0,2.292942,108.0,1302.0,597.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000228,0.0,64.0,0.000228,0.0,0.0,0.0,0.0,4385.964844,0.0,1724228864.0,0.000228,1.0,0.0,60.0,0.0,64.0,65535.0,2.0,1.0,0.000228,597.0,657.0,60.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,2.751666,9824.548828,15444.550781,5620.00293,0.0,3.634162,0.0,64.0,3.634162,0.0,0.0,0.0,0.0,5.778499,2.751666,1724228864.0,3.634162,11.0,0.0,2808.0,0.0,64.0,65535.0,22.0,11.0,3.634162,4909.0,7717.0,255.27272,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,25.800127,24073.71875,257766.078125,233692.359375,0.0,4.999975,0.0,64.0,4.999975,0.0,0.0,0.0,0.0,42.00021,16.00008,1724228864.0,4.999975,81.0,0.0,147189.0,0.0,64.0,65535.0,211.0,130.0,4.999975,15234.0,162423.0,1132.223022,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,188.216934,103713.820312,2006732.75,1903018.875,0.0,4.925168,0.0,64.0,4.925168,0.0,0.0,0.0,0.0,285.878571,97.458603,1724228864.0,4.925168,481.0,0.0,1172849.0,0.0,64.0,65535.0,1409.0,928.0,4.925168,63984.0,1236833.0,1263.845947,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,264.813782,141407.75,2825879.5,2684471.75,0.0,4.988411,0.0,64.0,4.988411,0.0,0.0,0.0,0.0,403.134399,138.120132,1724228864.0,4.988411,690.0,0.0,1675173.0,0.0,64.0,65535.0,2012.0,1322.0,4.988411,88302.0,1763475.0,1267.150513,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,171.075806,91560.414062,1809371.5,1717811.0,0.0,4.991939,0.0,64.0,4.991939,0.0,0.0,0.0,0.0,260.620178,89.34404,1724228864.0,4.991939,447.0,0.0,1073156.0,0.0,64.0,65535.0,1302.0,855.0,4.991939,57261.0,1130417.0,1255.153198,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,170.930664,92742.789062,1838728.625,1745985.875,0.0,4.961076,0.0,64.0,4.961076,0.0,0.0,0.0,0.0,260.427399,89.295151,1724228864.0,4.961076,444.0,0.0,1084022.0,0.0,64.0,65535.0,1293.0,849.0,4.961076,57642.0,1141664.0,1276.822144,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,58.826263,33959.832031,633934.5625,599974.75,0.0,1.053951,0.0,64.0,1.053951,0.0,0.0,0.0,0.0,92.034637,32.259563,1724228864.0,1.053951,35.0,0.0,80317.0,0.0,64.0,65535.0,98.0,63.0,1.053951,4605.0,84922.0,1274.873047,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,12.340944,13723.129883,114404.34375,100681.21875,0.0,4.213616,0.0,64.0,4.213616,0.0,0.0,0.0,0.0,21.122002,8.543731,1724228864.0,4.213616,37.0,0.0,54048.0,0.0,64.0,65535.0,90.0,53.0,4.213616,7428.0,61476.0,1019.77356,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,3.40712,8885.769531,17853.310547,8967.541016,0.0,0.293503,0.0,64.0,0.293503,0.0,0.0,0.0,0.0,10.221361,3.40712,1724228864.0,0.293503,2.0,0.0,657.0,0.0,64.0,65535.0,4.0,2.0,0.293503,651.0,1308.0,328.5,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1724228864.0,0.0,1.0,0.0,597.0,0.0,64.0,65535.0,2.0,1.0,0.0,54.0,651.0,597.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,49.81916,37315.152344,520116.84375,482801.6875,0.0,4.998077,0.0,64.0,4.998077,0.0,0.0,0.0,0.0,80.430939,30.411697,1724228864.0,4.998077,153.0,0.0,302846.0,0.0,64.0,65535.0,403.0,250.0,4.998077,23466.0,326312.0,1211.384033,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,187.111511,100503.484375,2009553.625,1909050.125,0.0,4.836688,0.0,64.0,4.836688,0.0,0.0,0.0,0.0,276.842346,89.524071,1724228864.0,4.836688,434.0,0.0,1155460.0,25612.0,64.0,65535.0,1340.0,906.0,4.836688,60903.0,1216363.0,1275.342163,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1724228864.0,0.0,1.0,0.0,597.0,0.0,64.0,65535.0,2.0,1.0,0.0,54.0,651.0,597.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,15.670492,17676.314453,151531.265625,133854.9375,0.0,4.977508,0.0,64.0,4.977508,0.0,0.0,0.0,0.0,27.122005,11.250609,1724228864.0,4.977508,57.0,0.0,84350.0,0.0,64.0,65535.0,136.0,79.0,4.977508,11194.0,95544.0,1067.721558,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,267.877106,145110.5625,2892126.75,2747016.25,0.0,4.998561,0.0,64.0,4.998561,0.0,0.0,0.0,0.0,407.117188,139.040024,1724228864.0,4.998561,696.0,0.0,1717672.0,0.0,64.0,65535.0,2036.0,1340.0,4.998561,90798.0,1808470.0,1281.844727,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,217.544449,118367.507812,2328973.0,2210605.5,0.0,4.114102,0.0,64.0,4.114102,0.0,0.0,0.0,0.0,330.813385,113.025887,1724228864.0,4.114102,466.0,0.0,1138102.0,0.0,64.0,65535.0,1362.0,896.0,4.114102,61002.0,1199104.0,1270.203125,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,7.941501,6251.946289,80004.664062,73752.71875,0.0,4.029465,0.0,64.0,4.029465,0.0,0.0,0.0,0.0,13.153111,4.963438,1724228864.0,4.029465,21.0,0.0,38308.0,0.0,64.0,65535.0,54.0,33.0,4.029465,3306.0,41614.0,1160.848511,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,148.62468,88426.476562,1582536.5,1494110.0,0.0,4.992441,0.0,64.0,4.992441,0.0,0.0,0.0,0.0,228.946106,80.121124,1724228864.0,4.992441,401.0,0.0,933663.0,0.0,64.0,65535.0,1144.0,743.0,4.992441,55320.0,988983.0,1256.612427,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,246.246201,133173.8125,2667837.25,2534663.5,0.0,4.958452,0.0,64.0,4.958452,0.0,0.0,0.0,0.0,374.512024,128.064163,1724228864.0,4.958452,636.0,0.0,1572287.0,0.0,64.0,65535.0,1858.0,1222.0,4.958452,82671.0,1654958.0,1286.650513,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,156.374374,86411.132812,1665215.5,1578804.375,0.0,4.757813,0.0,64.0,4.757813,0.0,0.0,0.0,0.0,242.758591,86.174049,1724228864.0,4.757813,411.0,0.0,940219.0,0.0,64.0,65535.0,1156.0,745.0,4.757813,51516.0,991735.0,1262.03894,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,156.134857,85047.414062,1670493.5,1585446.125,0.0,4.579375,0.0,64.0,4.579375,0.0,0.0,0.0,0.0,241.517685,85.164467,1724228864.0,4.579375,391.0,0.0,908813.0,0.0,64.0,65535.0,1107.0,716.0,4.579375,48807.0,957620.0,1269.29187,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,1.759919,4589.868652,9221.975586,4632.106934,0.0,0.568208,0.0,64.0,0.568208,0.0,0.0,0.0,0.0,5.279757,1.759919,1724228864.0,0.568208,2.0,0.0,657.0,0.0,64.0,65535.0,4.0,2.0,0.568208,651.0,1308.0,328.5,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1724228864.0,0.0,1.0,0.0,597.0,0.0,64.0,65535.0,2.0,1.0,0.0,54.0,651.0,597.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,8.803482,8295.746094,84672.296875,76376.554688,0.0,4.884431,0.0,64.0,4.884431,0.0,0.0,0.0,0.0,14.33125,5.323036,1724228864.0,4.884431,27.0,0.0,47716.0,0.0,64.0,65535.0,71.0,44.0,4.884431,5259.0,52975.0,1084.45459,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,6.26204,15570.847656,32029.765625,16458.917969,0.0,1.756616,0.0,64.0,1.756616,0.0,0.0,0.0,0.0,11.954804,5.123487,1724228864.0,1.756616,10.0,0.0,3942.0,0.0,64.0,65535.0,22.0,12.0,1.756616,3798.0,7740.0,328.5,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1724228864.0,0.0,1.0,0.0,597.0,0.0,64.0,65535.0,2.0,1.0,0.0,54.0,651.0,597.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,7.635015,25409.332031,40007.480469,14598.150391,0.0,0.261951,0.0,64.0,0.261951,0.0,0.0,0.0,0.0,19.08754,7.635015,1724228864.0,0.261951,3.0,0.0,717.0,0.0,64.0,65535.0,6.0,3.0,0.261951,1248.0,1965.0,239.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1724228864.0,0.0,1.0,0.0,597.0,0.0,64.0,65535.0,2.0,1.0,0.0,54.0,651.0,597.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1724228864.0,0.0,1.0,0.0,597.0,0.0,64.0,65535.0,2.0,1.0,0.0,54.0,651.0,597.0,0.0,0.0,audio
0.0,0.0,-0.0,80149.62190489589,0.0,0.0,0.0,0.0,0.0,0.0,0.000596,0.0,63.56719658239373,0.000596,0.0,0.0,0.0,0.0,1677.852295,0.0,1724228864.0,0.000596,1.0,5345.913196398425,60.0,3729.9940911648846,64.0584705554005,63581.709972552606,2.0,1.0,0.000596,42.0,102.0,60.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1724228864.0,0.0,1.0,0.0,597.0,0.0,64.0,65535.0,2.0,1.0,0.0,54.0,651.0,597.0,0.0,0.0,audio
0.0,0.0,-0.0,80149.62190489589,0.0,0.0,0.0,0.0,0.0,0.0,0.001008,0.0,63.56719658239373,0.001008,0.0,0.0,0.0,0.0,992.063477,0.0,1724228864.0,0.001008,1.0,5345.913196398425,60.0,3729.9940911648846,64.0584705554005,63581.709972552606,2.0,1.0,0.001008,42.0,102.0,60.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001003,0.0,64.0,0.001003,0.0,0.0,0.0,0.0,997.009033,0.0,1724228864.0,0.001003,1.0,0.0,60.0,0.0,64.0,65535.0,2.0,1.0,0.001003,597.0,657.0,60.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,1.325275,3452.783447,6937.373535,3484.590088,0.0,2.263681,0.0,64.0,2.263681,0.0,0.0,0.0,0.0,3.092309,1.325275,1724228864.0,2.263681,4.0,0.0,1314.0,0.0,64.0,65535.0,8.0,4.0,2.263681,1302.0,2616.0,328.5,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1724228864.0,0.0,1.0,0.0,597.0,0.0,64.0,65535.0,2.0,1.0,0.0,54.0,651.0,597.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1724228864.0,0.0,1.0,0.0,597.0,0.0,64.0,65535.0,2.0,1.0,0.0,54.0,651.0,597.0,0.0,0.0,audio
0.0,0.0,-0.0,80149.62190489589,0.0,0.0,0.0,0.0,0.0,0.0,0.001105,0.0,63.56719658239373,0.001105,0.0,0.0,0.0,0.0,904.977356,0.0,1724228864.0,0.001105,1.0,5345.913196398425,60.0,3729.9940911648846,64.0584705554005,63581.709972552606,2.0,1.0,0.001105,42.0,102.0,60.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1724228864.0,0.0,1.0,0.0,597.0,0.0,64.0,65535.0,2.0,1.0,0.0,54.0,651.0,597.0,0.0,0.0,audio
0.0,0.0,-0.0,80149.62190489589,0.0,0.0,0.0,0.0,0.0,0.0,0.001031,0.0,63.56719658239373,0.001031,0.0,0.0,0.0,0.0,969.932068,0.0,1724228864.0,0.001031,1.0,5345.913196398425,60.0,3729.9940911648846,64.0584705554005,63581.709972552606,2.0,1.0,0.001031,42.0,102.0,60.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,9.537753,31741.640625,49977.824219,18236.183594,0.0,0.209693,0.0,64.0,0.209693,0.0,0.0,0.0,0.0,23.844381,9.537753,1724228864.0,0.209693,3.0,0.0,717.0,0.0,64.0,65535.0,6.0,3.0,0.209693,1248.0,1965.0,239.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,7.82328,18708.070312,45886.148438,27178.076172,0.0,4.60165,0.0,64.0,4.60165,0.0,0.0,0.0,0.0,13.690741,5.650147,1724228864.0,4.60165,27.0,0.0,16067.0,0.0,64.0,65535.0,64.0,37.0,4.60165,11174.0,27241.0,434.243256,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,9.337728,21726.117188,53361.328125,31635.212891,0.0,3.96242,0.0,64.0,3.96242,0.0,0.0,0.0,0.0,16.151745,6.561646,1724228864.0,3.96242,27.0,0.0,16092.0,0.0,64.0,65535.0,65.0,38.0,3.96242,11174.0,27266.0,423.473694,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,9.682371,23512.117188,57968.082031,34455.964844,0.0,3.614817,0.0,64.0,3.614817,0.0,0.0,0.0,0.0,16.598351,6.63934,1724228864.0,3.614817,25.0,0.0,16013.0,0.0,64.0,65535.0,61.0,36.0,3.614817,11066.0,27079.0,444.805542,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.893585,2330.468994,4682.383789,2351.915039,0.0,1.119088,0.0,64.0,1.119088,0.0,0.0,0.0,0.0,2.680754,0.893585,1724228864.0,1.119088,2.0,0.0,657.0,0.0,64.0,65535.0,4.0,2.0,1.119088,651.0,1308.0,328.5,0.0,0.0,audio
0.0,0.0,-0.0,80149.62190489589,0.0,0.0,0.0,0.0,0.0,0.0,0.002067,0.0,63.56719658239373,0.002067,0.0,0.0,0.0,0.0,483.792969,0.0,1724228864.0,0.002067,1.0,5345.913196398425,60.0,3729.9940911648846,64.0584705554005,63581.709972552606,2.0,1.0,0.002067,42.0,102.0,60.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,64.0,0.0018,0.0,0.0,0.0,0.0,555.555542,0.0,1724228864.0,0.0018,1.0,0.0,60.0,0.0,64.0,65535.0,2.0,1.0,0.0018,597.0,657.0,60.0,0.0,0.0,audio
0.0,0.0,-0.0,80149.62190489589,0.0,0.0,0.0,0.0,0.0,0.0,0.000492,0.0,63.56719658239373,0.000492,0.0,0.0,0.0,0.0,2032.520264,0.0,1724228864.0,0.000492,1.0,5345.913196398425,60.0,3729.9940911648846,64.0584705554005,63581.709972552606,2.0,1.0,0.000492,42.0,102.0,60.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,4.851276,10763.364258,23518.986328,12755.621094,0.0,0.618394,0.0,64.0,0.618394,0.0,0.0,0.0,0.0,9.702552,3.234184,1724228864.0,0.618394,3.0,0.0,1314.0,0.0,64.0,65535.0,7.0,4.0,0.618394,1248.0,2562.0,328.5,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002296,0.0,64.0,0.002296,0.0,0.0,0.0,0.0,435.54007,0.0,1724228864.0,0.002296,1.0,0.0,60.0,0.0,64.0,65535.0,2.0,1.0,0.002296,597.0,657.0,60.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1724228864.0,0.0,1.0,0.0,597.0,0.0,64.0,65535.0,2.0,1.0,0.0,54.0,651.0,597.0,0.0,0.0,audio
0.0,0.0,-0.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001807,0.0,64.0,0.001807,0.0,0.0,0.0,0.0,553.403442,0.0,1724228864.0,0.001807,1.0,0.0,60.0,0.0,64.0,65535.0,2.0,1.0,0.001807,597.0,657.0,60.0,0.0,0.0,audio
